STATEFP,ANSICODE,POINTID,FULLNAME,MTFCC,longitude,lattitude
16,NA,11015504291356,Hungry Ridge Ranch Arprt,K2451,-115.936724,45.781847
16,NA,11015504291344,Wind Ridge Arprt,K2451,-116.177891,45.876097
16,NA,11015504291316,Moose Creek /usfs/ Arprt,K2451,-114.923797,46.123376
16,NA,11015504291288,Orogrande Arprt,K2451,-115.527777,45.729444
16,NA,11015504291279,Pinnacle Arprt,K2451,-116.177199,45.774628
16,NA,11015504291272,Salmon River Helicopters Heliport,K2460,-116.174527,45.420026
16,NA,11015504291264,Shearer /usfs/ Arprt,K2451,-114.841277,45.989499
16,NA,11015504291226,Warren /usfs/ Arprt,K2451,-115.683611,45.26811
16,NA,11015504291213,Clear Creek Int Arprt,K2451,-115.868585,46.048353
16,00376145,1102653704219,Coffee Pt,C3081,-112.968051,43.156299
16,NA,11015504291027,Russell W Anderson Strip,K2451,-112.465094,43.183789
16,00378023,1102653669116,Bonners Ferry Ranger Sta,C3081,-116.338253,48.672714
16,00373179,1102653685802,Hughes Meadows Fire Sta,C3081,-117.000232,48.860482
16,00390681,1102653699104,Smith Creek Guard Sta,C3081,-116.562992,48.968281
16,NA,11015504291039,Sheldon Heliport,K2460,-116.851944,47.25111
16,NA,11015504291029,St Maries Municipal Arprt,K2451,-116.576677,47.32581
16,NA,11015504291020,Sky Island Ranch Arprt,K2451,-116.638616,47.32156
16,NA,11015504291097,Garden Valley Arprt,K2451,-115.931277,44.066943
16,NA,11015504291092,Garden Valley Heliport,K2460,-115.925951,44.064337
16,NA,11015504291086,Loomis Arprt,K2451,-116.239668,43.860431
16,NA,11015504291076,Horseshoe Bend Heliport,K2460,-116.196977,43.913505
16,NA,11015504291069,Idaho City US Forest Service Arprt,K2451,-115.849667,43.820157
16,NA,11015504291063,Golden Age Mine Heliport,K2460,-115.812056,44.002671
16,NA,11015504291057,Harrington Arprt,K2451,-116.004391,43.71987
16,NA,11015504291025,Treasure Gulch Arprt,K2451,-115.939891,43.944097
16,NA,11015504291268,Upper Loon Creek US Forest Service Arprt,K2451,-114.823529,44.592109
16,NA,11015504291238,Cahc Emergency Heliport,K2460,-114.224508,44.51145
16,00394837,1102653695240,Northgate Shopping Ctr,C3081,-116.280399,43.667943
16,NA,11015504291148,Preston Arprt,K2451,-111.911263,42.106339
16,NA,11015504291205,Linda's Roost Arprt,K2451,-113.645968,43.953786
16,NA,11015504291254,Copper Basin Arprt,K2451,-113.831527,43.801971
16,NA,11015504291199,Star 'S' Ranch Arprt,K2451,-114.04238,43.98129
16,NA,11015504291189,Flying Joseph Ranch Arprt,K2451,-113.771863,44.44232
16,NA,11015504291183,Stanley Arprt,K2451,-114.934527,44.208554
16,NA,11015504291525,Chamberlain US Forest Service Arprt,K2451,-115.195504,45.378509
16,NA,11015504291127,Tuka Arprt,K2451,-116.135557,48.104931
16,NA,11015504291125,Riverlake Arprt,K2451,-116.164177,48.125468
16,NA,11015504291123,Cx Ranch Arprt,K2451,-116.196401,48.137412
16,NA,11015504291121,Cx Ranch Number 2 Arprt,K2451,-116.181121,48.141022
16,NA,11015504291119,Delta Shores Arprt,K2451,-116.213168,48.144708
16,NA,11015504291115,Priest Lake US Forest Service Arprt,K2451,-116.958583,48.573999
16,NA,11015504291111,Phillabaum Heliport,K2460,-116.871128,48.631737
16,NA,11015504291103,Valenov Ranch Arprt,K2451,-117.013928,48.296006
16,NA,11015504291099,Fox Creek Arprt,K2451,-116.827657,48.329481
16,NA,11015504291077,Bird Number 2 Arprt,K2451,-116.388075,48.230468
16,NA,11015504291071,Olmstead Sky Ranch Arprt,K2451,-116.552807,48.350189
16,NA,11015504291065,Rapoport Ranch Arprt,K2451,-116.466154,48.249645
16,NA,11015504291058,Seven Shamrock Arprt,K2451,-116.402335,48.36332
16,NA,11015504291050,Spear Valley Arprt,K2451,-116.483696,48.380486
16,NA,11015504291042,Treeport Arprt,K2451,-116.791422,47.977391
16,NA,11015504291034,Beaux Ranch Fld,K2451,-116.725307,48.167397
16,NA,11015504291026,Timber Basin Airpark Incorporated,K2451,-116.438094,48.223408
16,00396806,1102653706851,Little Rock,C3081,-116.693763,43.916835
16,00396134,1102653624953,Black Mesa,C3022,-115.204233,42.907955
16,NA,11015504291067,Peaceful Cove Arprt,K2451,-116.201341,43.680431
16,NA,11015504291062,Boise Plaza Heliport,K2460,-116.205951,43.653221
16,NA,11015504291055,Nampa Valley Heliport,K2460,-116.276785,43.590998
16,NA,11015504291073,St Alphonsus Heliport,K2460,-116.264286,43.614332
16,NA,11015504291049,Young Heliport,K2460,-116.389015,43.716552
16,NA,11015504291040,Larkin Arprt,K2451,-116.357732,43.462096
16,NA,11015504291024,Black's Airfield,K2451,-116.325141,43.470814
16,NA,11015504291003,Boise Air Terminal/gowen Fld,K2451,-116.222861,43.56436
16,NA,11015504291129,Granite Arprt,K2451,-116.681699,47.984057
16,00395369,1102653679610,Fairwood Shopping Ctr,C3081,-116.28262,43.618776
16,00391224,1102653653000,Spring Hl,C3022,-115.065408,46.853251
16,00398167,1102653652987,Spring Hl,C3022,-113.745027,44.270753
16,00394963,1102653680286,Fish Creek Guard Sta,C3081,-116.079308,45.869054
16,00381796,1102653680372,Five Is,C3081,-115.261793,46.372138
16,00381929,1102653680870,Forest Service Sta,C3081,-115.199835,45.376022
16,00382897,1102653683592,Hard Creek Guard Sta,C3081,-116.168735,45.178782
16,00382994,1102653683919,Hays Sta,C3081,-115.572342,45.217685
16,00394357,1102653688210,Killum Pt,C3081,-114.707596,45.379637
16,00393998,1102653689914,Lochsa Historical Sta,C3081,-115.330129,46.33797
16,00385023,1102653690007,Lochsa Work Ctr,C3081,-115.329573,46.338803
16,00400586,1102653691586,Magpie Creek District Ranger Sta,C3081,-115.159559,45.549634
16,00386371,1102653691669,Magruder Ranger Sta,C3081,-114.716765,45.70186
16,00386710,1102653692819,Meadow Creek Guard Sta,C3081,-115.236509,45.88269
16,00394758,1102653693050,Mex Mountain Work Ctr,C3081,-115.594303,46.326021
16,00387163,1102653693933,Moores Sta,C3081,-115.885966,45.594897
16,00394786,1102653693942,Moores Work Ctr,C3081,-115.886244,45.595174
16,00400498,1102653694898,Newsome Forest Service Sta,C3081,-115.629022,45.894902
16,00390171,1102653698500,Shearer Guard Sta,C3081,-114.83955,45.995473
16,00397947,1102653694923,Newsome Work Ctr,C3081,-115.629022,45.895736
16,00396025,1102653695406,Old Adams Ranger Sta,C3081,-116.038747,45.654891
16,00388185,1102653695805,Paradise Guard Sta,C3081,-114.735101,45.864084
16,00400512,1102653696002,Penman Hl,C3081,-115.535684,45.67435
16,00388839,1102653696654,Powell Ranger Sta,C3081,-114.709833,46.509642
16,00389232,1102653697100,Red River Ranger Sta,C3081,-115.344011,45.708798
16,00397141,1102653698335,Selway Falls Guard Sta,C3081,-115.302069,46.05019
16,00397144,1102653698376,Seven Devils Guard Sta,C3081,-116.508472,45.346828
16,00399204,1102653698918,Sixtytwo Ranger Sta,C3081,-115.044005,46.201306
16,00390531,1102653698944,Skookumchuck Work Ctr,C3081,-116.124027,45.696277
16,00400517,1102653698970,Slate Creek District Ranger Sta,C3081,-116.282082,45.635719
16,00400204,1102653698980,Slate Creek Work Ctr,C3081,-116.197359,45.63461
16,00390683,1102653699109,Smith Creek Work Ctr,C3081,-115.730415,46.178236
16,00390909,1102653699321,South Fork Clearwater Sta,C3081,-115.945695,45.831836
16,00399233,1102653700675,Three Forks Ranger Sta,C3081,-114.896777,46.17714
16,00401699,1102653700763,Three Links Work Sta,C3081,-115.084283,46.095193
16,00392326,1102653700988,Trail Pt,C3081,-115.213727,45.473522
16,00393318,1102653702015,White Bird Sta,C3081,-116.021251,45.782666999999996
16,00396568,1102653705508,Gold Pt,C3081,-115.393736,45.782964
16,00376736,1102653664705,Asbestos Pt,C3081,-115.940972,45.817947
16,00376737,1102653702857,Asbestos Pt,C3081,-115.940694,45.817947
16,00400435,1102653670654,Burgdorf Guard Sta,C3081,-115.913457,45.268512
16,00378886,1102653672404,Canyon Meadows Work Ctr,C3081,-115.593191,46.314632
16,00397532,1102653672867,Castle Creek Work Ctr,C3081,-115.967917,45.831002
16,00379101,1102653673128,Cedar Flats Job Corps Ctr,C3081,-115.536799,46.092963
16,00394398,1102653673254,Chamberlain Guard Sta,C3081,-115.205669,45.3713
16,00400552,1102653673658,Christie Creek Forest Service Sta,C3081,-116.378751,45.628774
16,00379518,1102653674430,Cold Meadows Forest Service Sta,C3081,-114.942603,45.285747
16,00399466,1102653674850,Cooper Flat Guard Sta,C3081,-114.61093,45.886862
16,00372172,1102653675237,Cottonwood Job Corps Ctr,C3081,-116.427089,46.079325
16,00380653,1102653677607,Dixie Work Ctr,C3081,-115.511515,45.521296
16,00394577,1102653678774,Elk City Ranger Sta,C3081,-115.432905,45.829075
16,00400202,1102653679118,Elk Summit Work Ctr,C3081,-114.647605,46.326587
16,00381651,1102653680049,Fenn Ranger Sta,C3081,-115.545966,46.101018
16,00377548,1102653624645,Big Hl,C3022,-115.632358,46.157961
16,00371500,1102653624637,Big Hl,C3022,-111.755501,42.049093
16,00377547,1102653624642,Big Hl,C3022,-114.770095,45.141303
16,00371501,1102653624638,Big Hl,C3022,-115.847033,42.621842
16,00377546,1102653624641,Big Hl,C3022,-117.090175,44.574606
16,00394145,1102653701273,United States Experiment Sta,C3081,-111.79941,44.424636
16,00389566,1102653647602,Rocky Pt,C3022,-116.878218,46.846558
16,00397112,1102653708515,Rocky Pt,C3081,-116.746284,47.355738
16,00389564,1102653647591,Rocky Pt,C3022,-114.666224,46.582142
16,00381285,1102653678667,Eightmile Ranger Sta,C3081,-111.575498,42.531866
16,00394781,1102653693871,Montpelier Shopping Ctr,C3081,-111.298259,42.317149
16,00379400,1102653673995,Clear Creek Guard Sta,C3081,-111.169647,42.526594
16,00376338,1102653677431,Dewey Sulphur Mine,C3081,-111.509664,42.647977
16,00380899,1102653677878,Dry Valley Guard Sta,C3081,-111.287711,42.668259
16,00376346,1102653686312,Idaho Sulphur Mine,C3081,-111.515221,42.663254
16,00383995,1102653687669,Johnson Guard Sta,C3081,-111.206599,42.721315
16,00388315,1102653695959,Pebble Guard Sta,C3081,-112.088853,42.764083
16,00391566,1102653699828,Stump Creek Guard Sta,C3081,-111.08021,42.793537
16,00392318,1102653700968,Trail Guard Sta,C3081,-111.350495,42.814367
16,00396280,1102653704059,China Hl,C3081,-111.827453,42.552697
16,00381839,1102653680450,Flat Rock Guard Sta,C3081,-111.340897,44.494327
16,00383784,1102653687034,Island Park Ranger Sta,C3081,-111.371342,44.419363
16,00388767,1102653696557,Porcupine Ranger Sta,C3081,-111.228558,44.092416
16,00373371,1102653687801,Juniper Sta,C3081,-116.493171,42.714886
16,00395605,1102653688724,Lakeland Shopping Ctr,C3081,-116.88214,47.816847
16,02081974,1102653693067,Mi'o'lmkhw Pt,C3081,-116.8953,47.476514
16,00394941,1102653696603,Post Falls Square Shopping Ctr,C3081,-116.937418,47.716013
16,00392534,1102653701212,Twin Lakes Sta,C3081,-116.850698,47.871535
16,00394276,1102653704939,English Pt,C3081,-116.709913,47.786572
16,00394027,1102653696139,Pierce Ranger Sta,C3081,-116.032362,46.228507
16,00394661,1102653672798,Cassel Gulch,C3081,-113.892571,45.384642
16,00379478,1102653674298,Cobalt Mine,C3081,-114.31508,45.111863
16,00379712,1102653674318,Cobalt Ranger Sta,C3081,-114.2723,45.06742
16,00394584,1102653674690,Colson Creek Guard Sta,C3081,-114.538702,45.317971
16,00381531,1102653679592,Fairview Guard Sta,C3081,-113.354462,44.335748
16,00394364,1102653682721,Granite Mountain Guard Sta,C3081,-113.976742,45.547419
16,00383436,1102653685543,Hospital Pt,C3081,-114.79335000698,44.8357780964897
16,00383723,1102653686907,Indianola Field Sta,C3081,-114.167579,45.401306
16,00384108,1102653687917,Kaufman Guard Sta,C3081,-112.975159,44.234591
16,00384501,1102653688987,Leadore Ranger Sta,C3081,-113.344757,44.696867
16,00394725,1102653695135,North Fork Forest Service Sta,C3081,-114.002019,45.407419
16,00399015,1102653702236,Williams Creek Ranger Sta,C3081,-114.044792,45.080755
16,00393762,1102653702675,Yellowjacket Ranger Sta,C3081,-114.482584,45.012695
16,00395569,1102653670617,Bundy Sta,C3081,-116.760426,46.359608
16,00395576,1102653673385,Cherrylane Sta,C3081,-116.677095,46.518502
16,00395581,1102653680154,Fir Bluff Sta,C3081,-116.631273,46.525417
16,00395595,1102653687267,Jacques Sta,C3081,-116.729244,46.369622
16,00399396,1102653689111,Lewiston Shopping Ctr,C3081,-117.005156,46.399606
16,00399392,1102653700044,Sunset Ctr,C3081,-117.001545,46.410161
16,NA,11015504291235,St Joseph's Regional Medical Ctr,K2460,-117.024199,46.41693
16,00394373,1102653670044,Brownlee Ranger Sta,C3081,-116.834053,44.735714
16,00394463,1102653670255,Buck Park Guard Sta,C3081,-116.741271,44.773491
16,00397890,1102653691980,Mann Creek Guard Sta,C3081,-116.949336,44.500718
16,00394949,1102653696742,Presley Sta,C3081,-116.788214,44.245443
16,00394571,1102653697221,Repeater Sta,C3081,-116.766828,44.74238
16,00395037,1102653697505,Rock Island Sta,C3081,-117.188509,44.340162
16,00373244,1102653706159,Indian Vly,C3081,-116.434034,44.557109
16,00399674,1102653663232,Wrangle Hl,C3022,-114.83756,43.182956
16,00379453,1102653674189,Club River Guard Sta,C3081,-111.675775,42.139092
16,00382807,1102653683303,Hale Mine,C3081,-111.743837,42.367699
16,00400024,1102653695495,Oneida Sta,C3081,-111.748281,42.2677
16,00396931,1102653707339,Mound Vly,C3081,-111.712431,42.357129
16,00388625,1102653696391,Pt Campground,C3081,-114.932581,44.135462
16,00383669,1102653686541,Indian Creek Guard Sta,C3081,-115.115101,44.759075
16,00394642,1102653697977,Saint Maries Ranger Sta,C3081,-116.570167,47.316298
16,02082016,1102653699838,St'uts'te'wes Pt,C3081,-116.68185,47.367865
16,02081979,1102653700254,Taqhalqs Hl,C3081,-116.89556,47.108323
16,02081973,1102653701109,Ts'e'ltm Rock,C3081,-116.49326,47.175344
16,02082024,1102653704009,Chat'u'washa'lqs Blf,C3081,-116.60346,47.334146
16,NA,1103021319985,Nehchen Blf,C3022,-116.843124,47.122161
16,NA,11015504291011,Benewah Community Hosp,K2460,-116.567779,47.314489
16,00377702,1102653668323,Bismark Work Ctr,C3081,-116.961607,48.63242
16,00394181,1102653676357,David Thompson Historical Mnmt,C3081,-116.301788,48.242978
16,00397695,1102653679884,Falls Ranger Sta,C3081,-116.954089,48.281576
16,00394223,1102653688739,Lakeview Sanitary Lndfll,C3081,-116.440746,47.932405
16,00388877,1102653696765,Priest Lake Ranger Sta,C3081,-116.955769,48.575196
16,00394881,1102653696800,Priest River Experimental Sta,C3081,-116.834366,48.351859
16,00399312,1102653700826,Timberline Ctr,C3081,-116.923269,48.180991
16,00394244,1102653701119,Tumbledown Guard Sta,C3081,-116.440471,48.013516
16,00392556,1102653701250,Two Mouth Guard Sta,C3081,-116.836051,48.68798
16,00396118,1102653668036,Big Smoky Guard Sta,C3081,-114.8684,43.618512
16,00387185,1102653693968,Moose Creek Ranger Sta,C3081,-114.717562,43.591569
16,00397810,1102653706149,Indian Head Rock,C3081,-114.801453,43.555179
16,00399240,1102653700811,Ticeska Sta,C3081,-115.085597,42.924344
16,NA,11015504291200,Gooding County Memorial Hosp,K2460,-114.708484,42.933216
16,00394126,1102653665635,Barber District Ranger Sta,C3081,-116.108445,43.561001
16,00395244,1102653674645,Collister Shopping Ctr,C3081,-116.246786,43.649888
16,00380030,1102653675873,Crane Creek Flume,C3081,-116.222896,43.635444
16,00395398,1102653681103,Franklin Towne Ctr,C3081,-116.28125,43.603798
16,00394775,1102653693614,Milwaukee Shopping Ctr,C3081,-116.279842,43.620443
16,NA,11015504291014,St Luke's Meridian Medical Ctr,K2460,-116.352416,43.599916
16,NA,11015504290997,St Luke's Boise Medical Ctr,K2460,-116.192055,43.612665
16,00401233,1102653668785,Blue Lakes Shopping Ctr,C3081,-114.462538,42.575466
16,00395572,1102653676227,Curry Sta,C3081,-114.557507,42.564612
16,00395822,1102653688354,Knull Community Ctr,C3081,-114.559207,42.520188
16,00373781,1102653691164,Lynnwood Shopping Ctr,C3081,-114.459482,42.571022
16,00395665,1102653693578,Milner Sta,C3081,-114.023083,42.518522
16,00389507,1102653697489,Rock Creek Guard Sta,C3081,-114.285581,42.186302
16,00390379,1102653698791,Shoshone Forest Service Sta,C3081,-114.352806,42.224912
16,00399727,1102653701268,United States Department of Agriculture and University of Idaho Research Ctr,C3081,-114.346422,42.546579
16,00397711,1102653629492,Flint Mesa,C3022,-115.213121,42.865177
16,00394085,1102653664769,Atlanta Guard Sta,C3081,-115.130081,43.804899
16,00376766,1102653664809,Atlanta Power Sta,C3081,-115.163694,43.803231
16,00380243,1102653676337,Danskin Guard Sta,C3081,-115.5637,43.402394
16,00380957,1102653678001,Dutch Creek Forest Service Sta,C3081,-115.367314,43.809341
16,00394084,1102653678030,Dutch Creek Guard Sta,C3081,-115.363425,43.811564
16,00382486,1102653682340,Graham Guard Sta,C3081,-115.273146,43.954067
16,00384583,1102653689096,Lester Creek Forest Service Sta,C3081,-115.353693,43.443228
16,00386057,1102653690351,Long Gulch Guard Sta,C3081,-115.66593,43.555449
16,00389538,1102653697514,Rocky Bar Guard Sta,C3081,-115.317031,43.694063
16,00390138,1102653698429,Shake Creek Ranger Sta,C3081,-115.163967,43.615453
16,00392394,1102653701070,Trinity Lakes Guard Sta,C3081,-115.437034,43.628784
16,00392738,1102653701495,View Pt,C3081,-115.419234,43.32072
16,00392737,1102653701494,View Pt,C3081,-115.31532,43.302614
16,00393514,1102653702281,Willow Creek Guard Sta,C3081,-115.710649,43.393226
16,NA,11015504291187,Elmore Medical Ctr,K2460,-115.694071,43.139133
16,00399455,1102653673173,Ctr Camp Corrals,C3081,-115.738724,44.174619
16,00397980,1102653642879,Pass Creek Summit,C3022,-113.455845,44.02352
16,00374469,1102653696432,Pt Ranch,C3081,-114.659761,42.157965
16,00397107,1102653708484,Rock House Place,C3081,-114.781432,42.172686
16,NA,11015504291176,Emmett Municipal Arprt,K2451,-116.539069,43.852648
16,00374724,1102653697495,Rock Creek Ranch,C3081,-114.389492,43.360182
16,00383795,1102653697468,Rock Creek Camp,C3081,-111.17439,44.107973
16,00378012,1102653669031,Bonanza Guard Sta,C3081,-114.729245,44.372134
16,00378131,1102653669401,Bowery Guard Sta,C3081,-114.498394,43.977133
16,00397526,1102653672474,Cape Horn Guard Sta,C3081,-115.11778,44.37278
16,00398421,1102653673224,Challis District Ranger Sta,C3081,-114.221892,44.504474
16,00379385,1102653673948,Clayton Ranger Sta,C3081,-114.489789,44.258527
16,00379691,1102653674942,Copper Basin Guard Sta,C3081,-113.835312,43.807684
16,00394342,1102653678258,Earthquake Visitors Information Ctr,C3081,-113.869478,44.161862
16,00381532,1102653679630,Falconberry Guard Sta,C3081,-114.755642,44.691023
16,00383720,1102653686880,Indian Spring Guard Sta,C3081,-114.839256,44.671022
16,00401550,1102653688759,Land of the Yankee Fork Historic Area Interpretive Ctr,C3081,-114.210617,44.475478
16,00384797,1102653689339,Little Creek Guard Sta,C3081,-114.99843,44.724631
16,00386124,1102653690507,Loon Creek Guard Sta,C3081,-114.851477,44.547133
16,00386780,1102653693129,Mid Cottonwood Pt,C3081,-114.684528,44.623247
16,00387304,1102653694303,Mountain View Guard Sta,C3081,-113.449734,43.977407
16,00394433,1102653697163,Redfish Lake Visitors Ctr,C3081,-114.918692,44.144074
16,00389998,1102653698212,Sawtooth Valley Ranger Sta,C3081,-114.825073,44.029629
16,00394573,1102653698292,Seafoam Guard Sta,C3081,-115.070097,44.54074
16,00392679,1102653701423,Valley Creek Ranger Sta,C3081,-114.937229055328,44.2205870169705
16,00393444,1102653702195,Wildhorse Guard Sta,C3081,-114.100878,43.885745
16,NA,11015504291225,Lemhi County Arprt,K2451,-113.884667,45.116298
16,00398056,1102653708475,Rock Creek,C3081,-114.305585,42.432136
16,NA,11015504291374,Regan Ranch Arprt,K2451,-116.702195,47.643274
16,00394921,1102653696414,Pt of Rocks,C3081,-114.092258,43.331294
16,00374542,1102653645020,Prospect Peak,C3022,-116.304015,43.846555
16,00388909,1102653645031,Prospect Peak,C3022,-116.800996,47.024064
16,00398013,1102653645014,Prospect Peak,C3022,-111.375506,43.65547
16,00397071,1102653645047,Prospect Peak,C3022,-116.497415,47.908236
16,00396883,1102653693000,Mesa Siding,C3081,-116.44931,44.682665
16,NA,11015504291052,Aberdeen Municipal Arprt,K2451,-112.887073,42.920698
16,00393944,1102653694139,Mt Coeur D Alene Lookout,C3081,-116.689348,47.581296
16,00393943,1102653694145,Mt Coeur D Alene Picnic Area,C3081,-116.693237,47.585463
16,00394712,1102653697500,Rock Island Campground,C3081,-114.852868,44.783792
16,00389504,1102653697480,Rock Creek Campground,C3081,-114.746599850596,44.6806897996132
16,00388165,1102653642437,Papoose Mtn,C3022,-115.519872,47.045746
16,00393914,1102653657866,Twr of Babel,C3022,-116.52875,45.330438
16,00396932,1102653707356,Mt Idaho,C3081,-116.082086,45.903775
16,00396669,1102653706035,Horseshoe Bend,C3081,-116.197902,43.914612
16,00373658,1102653634519,Little Mtn,C3022,-111.951343,42.168533
16,00373657,1102653634518,Little Mtn,C3022,-111.825781,42.027148
16,NA,110155362311,Haas Schl,K2543,-117.052586,44.252457
16,00389009,1102653645605,Rabbit Pt,C3022,-115.384566,45.500464
16,00396807,1102653634569,Little Sand Mtn,C3022,-116.652103,46.931009
16,NA,110266124542,L D S Stake Ctr,K3544,-111.680402,43.97108
16,00389194,1102653646249,Red Hl,C3022,-114.070888,44.46909
16,00389193,1102653646223,Red Hl,C3022,-112.423033,42.861025
16,00389214,1102653646443,Red Mtn,C3022,-114.864252,44.405188
16,00397091,1102653646380,Red Mtn,C3022,-111.272447,43.629637
16,00371701,1102653646319,Red Mtn,C3022,-111.664395,42.825752
16,00389215,1102653646313,Red Mtn,C3022,-111.126588,42.474928
16,00374620,1102653646325,Red Mtn,C3022,-116.593451,42.968495
16,00389213,1102653646361,Red Mtn,C3022,-115.414531,43.53545
16,00392713,1102653646414,Red Mtn,C3022,-115.405659,44.251014
16,00397285,1102653659018,Twin Peak,C3022,-115.948455,44.857119
16,00397286,1102653659083,Twin Peak,C3022,-113.97951,44.966868
16,00397283,1102653658953,Twin Peak,C3022,-116.851519,43.087102
16,00398279,1102653659179,Twin Peak,C3022,-116.660765,48.65104
16,00392536,1102653659135,Twin Peak,C3022,-116.057945,48.290214
16,00397282,1102653658947,Twin Peak,C3022,-114.750652,45.271859
16,00397284,1102653658964,Twin Peak,C3022,-114.860339,43.215178
16,00375636,1102653659092,Twin Peak,C3022,-116.977412,47.565735
16,00398278,1102653658979,Twin Peak,C3022,-111.47662,43.63297
16,00392535,1102653659001,Twin Peak,C3022,-114.472256606771,44.5999321663147
16,NA,11015504291212,St Benedicts Helipad,K2460,-114.518908,42.729724
16,NA,110386776080,Gate City Elem School,K2543,-112.418216,42.916612
16,NA,11015504291010,Bear Lake Memorial Hospital Helipad,K2460,-111.299477,42.316558
16,00381836,1102653629374,Flat Mtn,C3022,-115.274579,46.747693
16,00383778,1102653686994,Island,C3081,-113.911128,42.322689
16,00383761,1102653631565,Iron Mtn,C3022,-117.028506,44.55044
16,00383763,1102653631571,Iron Mtn,C3022,-116.204631,48.565492
16,00383760,1102653631564,Iron Mtn,C3022,-115.04535,43.538231
16,00383759,1102653631569,Iron Mtn,C3022,-114.121179,44.844924
16,00383762,1102653631570,Iron Mtn,C3022,-115.541799,45.968239
16,NA,11015504291387,Idaho County Arprt,K2451,-116.123416,45.942554
16,NA,110681195735,St Gertrude Acdmy,K2543,-116.391099,46.034958
16,NA,110150134231,St Edwards Schl,K2543,-114.463986,42.558815
16,00394134,1102653703805,Canyon,C3081,-116.412673,47.575192
16,00379046,1102653626372,Cathedral Peak,C3022,-116.141845,47.944086
16,00372245,1102653627480,Crater Mtn,C3022,-111.615505,42.98464
16,00379723,1102653627163,Copper Mtn,C3022,-116.481012,47.647689
16,00379721,1102653627140,Copper Mtn,C3022,-115.190098,44.324628
16,00396328,1102653627166,Copper Mtn,C3022,-116.098809,48.973286
16,00379722,1102653627162,Copper Mtn,C3022,-114.277305,45.314084
16,00379720,1102653627139,Copper Mtn,C3022,-112.831389,44.173796
16,NA,110677088113,County Hosp,K1231,-112.848356,42.781589
16,00379135,1102653626554,Center Mtn,C3022,-115.04511,45.584357
16,00379134,1102653626553,Center Mtn,C3022,-113.648178353405,45.22964067293
16,00379133,1102653626550,Center Mtn,C3022,-115.223998,45.101021
16,00398373,1102653662756,Windy Peak,C3022,-116.086822,46.996295
16,00393560,1102653662609,Wilson Peak,C3022,-115.750665,43.966839
16,00393559,1102653662622,Wilson Peak,C3022,-116.159302,44.45739
16,00398375,1102653662600,Wilson Peak,C3022,-116.744573,43.304325
16,00387489,1102653640574,Needle Peak,C3022,-115.275974,47.022973
16,00396946,1102653640558,Needle Peak,C3022,-111.063547,43.323532
16,00396128,1102653624830,Bismark Mtn,C3022,-116.997161,48.595195
16,00396127,1102653624828,Bismark Mtn,C3022,-115.142053,45.214912
16,00397450,1102653625049,Black Rock,C3022,-115.633137,42.104625
16,NA,11015504291341,Buhl Municipal Arprt,K2451,-114.800638,42.597387
16,00395111,1102653624897,Black Butte,C3022,-115.095058,42.282685
16,00393839,1102653624907,Black Butte,C3022,-115.87513,45.489621
16,00377720,1102653624906,Black Butte,C3022,-114.850654,45.181302
16,00396131,1102653624899,Black Butte,C3022,-116.47067,42.786831
16,00371608,1102653624898,Black Butte,C3022,-115.383957,42.687122
16,00371565,1102653624900,Black Butte,C3022,-116.177324,43.079612
16,00397442,1102653624905,Black Butte,C3022,-114.477825,43.135181
16,00381213,1102653628796,East Peak,C3022,-115.165677,46.215471
16,00396898,1102653637523,Miller Peak,C3022,-115.770711,47.044632
16,00386976,1102653637516,Miller Peak,C3022,-113.690862,43.716291
16,NA,11015504291044,Midway Arprt,K2451,-112.807249,43.45361
16,NA,110388382317,Marsing Job Corps Ctr,K2543,-116.785865,43.509109
16,NA,110388382316,Marsing Job Corps Ctr,K2543,-116.788853,43.49725
16,00400340,1102653637286,Mica Peak,C3022,-116.987971,47.622124
16,00397684,1102653639468,Mt Eldridge,C3022,-115.414281,45.139909
16,00386462,1102653639835,Mt Margaret,C3022,-116.679325,46.902952
